,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize
837,"Noice cocok buat dengerin semua cerita apa aja tentang horor, kehidupan dll. Tapi saran saya kenapa harus ada yang VIP kenapa gak gratis semua apa bedanya sih yang VIP sama dengan yang tidak VIP",netral,netral,netral,"noice cocok buat dengerin semua cerita apa aja tentang horor, kehidupan dll. tapi saran saya kenapa harus ada yang vip kenapa gak gratis semua apa bedanya sih yang vip sama dengan yang tidak vip",noice cocok buat dengerin semua cerita apa aja tentang horor  kehidupan dll  tapi saran saya kenapa harus ada yang vip kenapa gak gratis semua apa bedanya sih yang vip sama dengan yang tidak vip,noice cocok buat dengerin semua cerita apa aja tentang horor  kehidupan dll  tapi saran saya kenapa harus ada yang vip kenapa gak gratis semua apa bedanya sih yang vip sama dengan yang tidak vip,noice cocok dengerin cerita aja horor kehidupan dll saran vip gak gratis bedanya sih vip tidak vip,noice cocok dengarkan cerita saja horor kehidupan dan lain lain saran vip tidak gratis bedanya sebenarnya vip tidak vip
838,Bagus tapi pas top up iklannya banyak banget tolong diperbaiki lagi yaa,netral,netral,netral,bagus tapi pas top up iklannya banyak banget tolong diperbaiki lagi yaa,bagus tapi pas top up iklannya banyak banget tolong diperbaiki lagi yaa,bagus tapi pas top up iklannya banyak banget tolong diperbaiki lagi yaa,bagus pas top up iklannya banget tolong diperbaiki yaa,bagus saat top naik iklannya sekali tolong diperbaiki ya
839,"Apps nya udh bagus tp kenapa ya setiap dengerin di luar apps nya tuh suka berhenti sendiri terus harus ulang dr awal lg padahal sebelumnya nggak gini, tolong diperbaiki lagi apps nya",netral,negatif,netral,"apps nya udh bagus tp kenapa ya setiap dengerin di luar apps nya tuh suka berhenti sendiri terus harus ulang dr awal lg padahal sebelumnya nggak gini, tolong diperbaiki lagi apps nya",apps nya udh bagus tp kenapa ya setiap dengerin di luar apps nya tuh suka berhenti sendiri terus harus ulang dr awal lg padahal sebelumnya nggak gini  tolong diperbaiki lagi apps nya,apps nya udh bagus tp kenapa ya setiap dengerin di luar apps nya tuh suka berhenti sendiri terus harus ulang dr awal lg padahal sebelumnya nggak gini  tolong diperbaiki lagi apps nya,apps nya udh bagus tp ya dengerin apps nya tuh suka berhenti ulang dr lg nggak gini tolong diperbaiki apps nya,aplikasi nya sudah bagus tetapi ya dengarkan aplikasi nya itu suka berhenti ulang dari lagi tidak seperti ini tolong diperbaiki aplikasi nya
840,"Tolong perbaiki / update aplikasinya, karena setiap kali saya dengarkan podcast tiba2 berhenti sendiri lalu lanjut, lalu berhenti lagi lalu lanjut lagi seperti itu terus, menurut saya itu bugs yg baru ada",netral,negatif,negatif,"tolong perbaiki / update aplikasinya, karena setiap kali saya dengarkan podcast tiba2 berhenti sendiri lalu lanjut, lalu berhenti lagi lalu lanjut lagi seperti itu terus, menurut saya itu bugs yg baru ada",tolong perbaiki   update aplikasinya  karena setiap kali saya dengarkan podcast tiba2 berhenti sendiri lalu lanjut  lalu berhenti lagi lalu lanjut lagi seperti itu terus  menurut saya itu bugs yg baru ada,tolong perbaiki   update aplikasinya  karena setiap kali saya dengarkan podcast tiba2 berhenti sendiri lalu lanjut  lalu berhenti lagi lalu lanjut lagi seperti itu terus  menurut saya itu bugs yg baru ada,tolong perbaiki update aplikasinya kali dengarkan podcast tiba2 berhenti berhenti bugs yg,tolong perbaiki pembaruan aplikasinya kali dengarkan podcast tiba-tiba berhenti berhenti bugs yang
841,kerren cu paling asyik buat di ajak nongkrong,netral,netral,netral,kerren cu paling asyik buat di ajak nongkrong,kerren cu paling asyik buat di ajak nongkrong,kerren cu paling asyik buat di ajak nongkrong,kerren cu asyik ajak nongkrong,kerren cu asyik ajak nongkrong
842,Terlalu banyak iklan. Gk ada fitur skip iklan kayak youtube,netral,netral,netral,terlalu banyak iklan. gk ada fitur skip iklan kayak youtube,terlalu banyak iklan  gk ada fitur skip iklan kayak youtube,terlalu banyak iklan  gk ada fitur skip iklan kayak youtube,iklan gk fitur skip iklan kayak youtube,iklan tidak fitur lewati iklan seperti youtube
843,Makin kesini konten nya kebanyakan berbayar kenapa ngga manfaatkan fitur iklan saja sih cari duitnya kaya youtube ini udah pake paket data hrs bayar konten pula,netral,netral,netral,makin kesini konten nya kebanyakan berbayar kenapa ngga manfaatkan fitur iklan saja sih cari duitnya kaya youtube ini udah pake paket data hrs bayar konten pula,makin kesini konten nya kebanyakan berbayar kenapa ngga manfaatkan fitur iklan saja sih cari duitnya kaya youtube ini udah pake paket data hrs bayar konten pula,makin kesini konten nya kebanyakan berbayar kenapa ngga manfaatkan fitur iklan saja sih cari duitnya kaya youtube ini udah pake paket data hrs bayar konten pula,kesini konten nya kebanyakan berbayar ngga manfaatkan fitur iklan sih cari duitnya kaya youtube udah pake paket data hrs bayar konten,ke sini konten nya kebanyakan berbayar tidak manfaatkan fitur iklan sebenarnya cari duitnya seperti youtube sudah pakai paket data harus bayar konten
844,Kenapa ya sekarang pas dengerin tiba tiba mati sendiri??padahal sleep timer nya mati,netral,negatif,negatif,kenapa ya sekarang pas dengerin tiba tiba mati sendiri??padahal sleep timer nya mati,kenapa ya sekarang pas dengerin tiba tiba mati sendiri  padahal sleep timer nya mati,kenapa ya sekarang pas dengerin tiba tiba mati sendiri  padahal sleep timer nya mati,ya pas dengerin mati sleep timer nya mati,ya saat dengarkan mati sleep kali nya mati
845,luarbiasa bagus menurut saya dengan pengisi yg inspiratif terutama pendengan deddyisuu,netral,netral,netral,luarbiasa bagus menurut saya dengan pengisi yg inspiratif terutama pendengan deddyisuu,luarbiasa bagus menurut saya dengan pengisi yg inspiratif terutama pendengan deddyisuu,luarbiasa bagus menurut saya dengan pengisi yg inspiratif terutama pendengan deddyisuu,luarbiasa bagus pengisi yg inspiratif pendengan deddyisuu,luarbiasa bagus pengisi yang inspiratif pendengan deddyisuu
846,Makin aneh aja ini apk. Anehnya apa?. Jawaban udah di wakilkeun oleh komentar lain. 😂,netral,netral,netral,makin aneh aja ini apk. anehnya apa?. jawaban udah di wakilkeun oleh komentar lain. 😂,makin aneh aja ini apk  anehnya apa   jawaban udah di wakilkeun oleh komentar lain   ,makin aneh aja ini apk  anehnya apa   jawaban udah di wakilkeun oleh komentar lain,aneh aja apk anehnya udah wakilkeun komentar,aneh saja aplikasi anehnya sudah wakilkeun komentar
847,"Suka banget, bisa denger radio Surabaya Jakarta dan Makassar. Tanpa kabel² lagi. Semoga sukses terus. Bisa dengar kisah horror full",netral,netral,netral,"suka banget, bisa denger radio surabaya jakarta dan makassar. tanpa kabel² lagi. semoga sukses terus. bisa dengar kisah horror full",suka banget  bisa denger radio surabaya jakarta dan makassar  tanpa kabel² lagi  semoga sukses terus  bisa dengar kisah horror full,suka banget  bisa denger radio surabaya jakarta dan makassar  tanpa kabel² lagi  semoga sukses terus  bisa dengar kisah horror full,suka banget denger radio surabaya jakarta makassar kabel² semoga sukses dengar kisah horror full,suka sekali dengar radio surabaya jakarta makassar kabel² semoga sukses dengar kisah horror penuh
848,apknya ok lah....cuma sekarang ada beberapa yg ngga asik di apk ini deh setelah beberapa hari setelah saya ulas apk nya. 1.para pengunggah cerita di apk ini kadang ada yg ngga jelas setatus kelanjutan ceritanya deh kalo bisa di tambah pitur yg bisa di pake buat memperjelas kelanjutan ceritanya kalo ngga para pengunggah cerita maupun itu di desak oleh apk nya buat di perjelas kelanjutan ceritanya atuh apapun itu yg nanggung di dalam apk ini soalnya bikin buat dosa yg baca pengen toksik👌,netral,netral,netral,apknya ok lah....cuma sekarang ada beberapa yg ngga asik di apk ini deh setelah beberapa hari setelah saya ulas apk nya. 1.para pengunggah cerita di apk ini kadang ada yg ngga jelas setatus kelanjutan ceritanya deh kalo bisa di tambah pitur yg bisa di pake buat memperjelas kelanjutan ceritanya kalo ngga para pengunggah cerita maupun itu di desak oleh apk nya buat di perjelas kelanjutan ceritanya atuh apapun itu yg nanggung di dalam apk ini soalnya bikin buat dosa yg baca pengen toksik👌,apknya ok lah    cuma sekarang ada beberapa yg ngga asik di apk ini deh setelah beberapa hari setelah saya ulas apk nya  1 para pengunggah cerita di apk ini kadang ada yg ngga jelas setatus kelanjutan ceritanya deh kalo bisa di tambah pitur yg bisa di pake buat memperjelas kelanjutan ceritanya kalo ngga para pengunggah cerita maupun itu di desak oleh apk nya buat di perjelas kelanjutan ceritanya atuh apapun itu yg nanggung di dalam apk ini soalnya bikin buat dosa yg baca pengen toksik ,apknya ok lah    cuma sekarang ada beberapa yg ngga asik di apk ini deh setelah beberapa hari setelah saya ulas apk nya  1 para pengunggah cerita di apk ini kadang ada yg ngga jelas setatus kelanjutan ceritanya deh kalo bisa di tambah pitur yg bisa di pake buat memperjelas kelanjutan ceritanya kalo ngga para pengunggah cerita maupun itu di desak oleh apk nya buat di perjelas kelanjutan ceritanya atuh apapun itu yg nanggung di dalam apk ini soalnya bikin buat dosa yg baca pengen toksik,apknya ok yg ngga asik apk deh ulas apk nya 1 pengunggah cerita apk kadang yg ngga setatus kelanjutan ceritanya deh kalo pitur yg pake memperjelas kelanjutan ceritanya kalo ngga pengunggah cerita desak apk nya perjelas kelanjutan ceritanya atuh apapun yg nanggung apk bikin dosa yg baca pengen toksik,apknya setuju yang tidak asyik aplikasi deh ulas aplikasi nya 1 pengunggah cerita aplikasi kadang yang tidak setatus kelanjutan ceritanya deh kalau pitur yang pakai memperjelas kelanjutan ceritanya kalau tidak pengunggah cerita desak aplikasi nya perjelas kelanjutan ceritanya kalau begitu apapun yang nanggung aplikasi bikin dosa yang baca ingin toksik
849,Setelah update online demgerin radio suka mati nyala ga jelas,netral,negatif,negatif,setelah update online demgerin radio suka mati nyala ga jelas,setelah update online demgerin radio suka mati nyala ga jelas,setelah update online demgerin radio suka mati nyala ga jelas,update online demgerin radio suka mati nyala ga,pembaruan daring demgerin radio suka mati nyala tidak
850,Gila sih ini seru abiesss,netral,netral,netral,gila sih ini seru abiesss,gila sih ini seru abiesss,gila sih ini seru abiesss,gila sih seru abiesss,gila sebenarnya seru abiesss
851,"Tolong di update lagi dong masalah pas masuk ke app nya, lama di logo noice nya, lama bgt sampe kadang gajadi mau dengerin. Padahal koneksi stabil",netral,netral,negatif,"tolong di update lagi dong masalah pas masuk ke app nya, lama di logo noice nya, lama bgt sampe kadang gajadi mau dengerin. padahal koneksi stabil",tolong di update lagi dong masalah pas masuk ke app nya  lama di logo noice nya  lama bgt sampe kadang gajadi mau dengerin  padahal koneksi stabil,tolong di update lagi dong masalah pas masuk ke app nya  lama di logo noice nya  lama bgt sampe kadang gajadi mau dengerin  padahal koneksi stabil,tolong update pas masuk app nya logo noice nya bgt sampe kadang gajadi dengerin koneksi stabil,tolong pembaruan saat masuk aplikasi nya logo noice nya sekali sampai kadang gajadi dengarkan koneksi stabil
852,Aplikasinya sudah bagus tapi kenapa pas saya sudah download podcastnya suka banget aplikasinya ketutup pas saya buka download tanya,netral,netral,negatif,aplikasinya sudah bagus tapi kenapa pas saya sudah download podcastnya suka banget aplikasinya ketutup pas saya buka download tanya,aplikasinya sudah bagus tapi kenapa pas saya sudah download podcastnya suka banget aplikasinya ketutup pas saya buka download tanya,aplikasinya sudah bagus tapi kenapa pas saya sudah download podcastnya suka banget aplikasinya ketutup pas saya buka download tanya,aplikasinya bagus pas download podcastnya suka banget aplikasinya ketutup pas buka download,aplikasinya bagus saat unduh podcastnya suka sekali aplikasinya tertutup saat buka unduh
853,"Komplit dan seneng banget gunain apk ini, bisa sambil dengerin cerita horor, komedi dan masih bnyak lagi thanks buat developer udah bikinin apk ini, thanks 😊👍",positif,netral,netral,"komplit dan seneng banget gunain apk ini, bisa sambil dengerin cerita horor, komedi dan masih bnyak lagi thanks buat developer udah bikinin apk ini, thanks 😊👍",komplit dan seneng banget gunain apk ini  bisa sambil dengerin cerita horor  komedi dan masih bnyak lagi thanks buat developer udah bikinin apk ini  thanks   ,komplit dan seneng banget gunain apk ini  bisa sambil dengerin cerita horor  komedi dan masih bnyak lagi thanks buat developer udah bikinin apk ini  thanks,komplit seneng banget gunain apk dengerin cerita horor komedi bnyak thanks developer udah bikinin apk thanks,komplit senang sekali gunakan aplikasi dengarkan cerita horor komedi banyak terima kasih developer sudah bikin aplikasi terima kasih
854,"dulu bagus semua konten bisa di akses gratis , gaada iklan . sekarang mulai kebanyakan konten malah vip terus belum lagi iklan banyak banget agak kecewa sih sama noice",netral,netral,netral,"dulu bagus semua konten bisa di akses gratis , gaada iklan . sekarang mulai kebanyakan konten malah vip terus belum lagi iklan banyak banget agak kecewa sih sama noice",dulu bagus semua konten bisa di akses gratis   gaada iklan   sekarang mulai kebanyakan konten malah vip terus belum lagi iklan banyak banget agak kecewa sih sama noice,dulu bagus semua konten bisa di akses gratis   gaada iklan   sekarang mulai kebanyakan konten malah vip terus belum lagi iklan banyak banget agak kecewa sih sama noice,bagus konten akses gratis gaada iklan kebanyakan konten vip iklan banget kecewa sih noice,bagus konten akses gratis tidak ada iklan kebanyakan konten vip iklan sekali kecewa sebenarnya noice
855,bagus saya sudah pake apl ini di tahun 2019 sampai skrng,netral,netral,netral,bagus saya sudah pake apl ini di tahun 2019 sampai skrng,bagus saya sudah pake apl ini di tahun 2019 sampai skrng,bagus saya sudah pake apl ini di tahun 2019 sampai skrng,bagus pake apl 2019 skrng,bagus pakai aplikasi 2019 sekarang
856,coy .. gw kan udh dengerin iklan tuh. gabisa di skip pula. masak konten juga jadi banyak yg digembok sih. gini nih kalo udh banyak keisi sama artis tv. KAPITALIS,netral,netral,netral,coy .. gw kan udh dengerin iklan tuh. gabisa di skip pula. masak konten juga jadi banyak yg digembok sih. gini nih kalo udh banyak keisi sama artis tv. kapitalis,coy    gw kan udh dengerin iklan tuh  gabisa di skip pula  masak konten juga jadi banyak yg digembok sih  gini nih kalo udh banyak keisi sama artis tv  kapitalis,coy    gw kan udh dengerin iklan tuh  gabisa di skip pula  masak konten juga jadi banyak yg digembok sih  gini nih kalo udh banyak keisi sama artis tv  kapitalis,coy gw udh dengerin iklan tuh gabisa skip masak konten yg digembok sih gini nih kalo udh keisi artis tv kapitalis,teman aku sudah dengarkan iklan itu tidak bisa lewati masak konten yang digembok sebenarnya seperti ini ini kalau sudah keisi artis tv kapitalis
857,"Tidak bisa masuk ke noicemaker studio, stuck di loading screen",netral,netral,negatif,"tidak bisa masuk ke noicemaker studio, stuck di loading screen",tidak bisa masuk ke noicemaker studio  stuck di loading screen,tidak bisa masuk ke noicemaker studio  stuck di loading screen,tidak masuk noicemaker studio stuck loading screen,tidak masuk noicemaker studio buntu memuat screen
