,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize,tokenize
848,"Suka banget, bisa denger radio Surabaya Jakarta dan Makassar. Tanpa kabel² lagi. Semoga sukses terus. Bisa dengar kisah horror full",0,0,0,"suka banget, bisa denger radio surabaya jakarta dan makassar. tanpa kabel² lagi. semoga sukses terus. bisa dengar kisah horror full",suka banget bisa denger radio surabaya jakarta dan makassar tanpa kabel² lagi semoga sukses terus bisa dengar kisah horror full,suka banget bisa denger radio surabaya jakarta dan makassar tanpa kabel² lagi semoga sukses terus bisa dengar kisah horror full,suka banget denger radio surabaya jakarta makassar kabel² semoga sukses dengar kisah horror full,suka banget dengar radio surabaya jakarta makassar kabel² semoga sukses dengar kisah horror full,"['suka', 'banget', 'dengar', 'radio', 'surabaya', 'jakarta', 'makassar', 'kabel²', 'semoga', 'sukses', 'dengar', 'kisah', 'horror', 'full']"
849,apknya ok lah....cuma sekarang ada beberapa yg ngga asik di apk ini deh setelah beberapa hari setelah saya ulas apk nya. 1.para pengunggah cerita di apk ini kadang ada yg ngga jelas setatus kelanjutan ceritanya deh kalo bisa di tambah pitur yg bisa di pake buat memperjelas kelanjutan ceritanya kalo ngga para pengunggah cerita maupun itu di desak oleh apk nya buat di perjelas kelanjutan ceritanya atuh apapun itu yg nanggung di dalam apk ini soalnya bikin buat dosa yg baca pengen toksik👌,0,0,0,apknya ok lah....cuma sekarang ada beberapa yg ngga asik di apk ini deh setelah beberapa hari setelah saya ulas apk nya. 1.para pengunggah cerita di apk ini kadang ada yg ngga jelas setatus kelanjutan ceritanya deh kalo bisa di tambah pitur yg bisa di pake buat memperjelas kelanjutan ceritanya kalo ngga para pengunggah cerita maupun itu di desak oleh apk nya buat di perjelas kelanjutan ceritanya atuh apapun itu yg nanggung di dalam apk ini soalnya bikin buat dosa yg baca pengen toksik👌,apknya ok lahcuma sekarang ada beberapa yg ngga asik di apk ini deh setelah beberapa hari setelah saya ulas apk nya 1para pengunggah cerita di apk ini kadang ada yg ngga jelas setatus kelanjutan ceritanya deh kalo bisa di tambah pitur yg bisa di pake buat memperjelas kelanjutan ceritanya kalo ngga para pengunggah cerita maupun itu di desak oleh apk nya buat di perjelas kelanjutan ceritanya atuh apapun itu yg nanggung di dalam apk ini soalnya bikin buat dosa yg baca pengen toksik,apknya ok lahcuma sekarang ada beberapa yg ngga asik di apk ini deh setelah beberapa hari setelah saya ulas apk nya 1para pengunggah cerita di apk ini kadang ada yg ngga jelas setatus kelanjutan ceritanya deh kalo bisa di tambah pitur yg bisa di pake buat memperjelas kelanjutan ceritanya kalo ngga para pengunggah cerita maupun itu di desak oleh apk nya buat di perjelas kelanjutan ceritanya atuh apapun itu yg nanggung di dalam apk ini soalnya bikin buat dosa yg baca pengen toksik,apknya ok lahcuma yg ngga asik apk deh ulas apk nya 1para pengunggah cerita apk kadang yg ngga setatus kelanjutan ceritanya deh kalo pitur yg pake memperjelas kelanjutan ceritanya kalo ngga pengunggah cerita desak apk nya perjelas kelanjutan ceritanya atuh apapun yg nanggung apk bikin dosa yg baca pengen toksik,apknya ok lahcuma yang enggak asik aplikasi deh ulas aplikasi nya 1para pengunggah cerita aplikasi kadang yang enggak setatus kelanjutan ceritanya deh kalo pitur yang pakai memperjelas kelanjutan ceritanya kalo enggak pengunggah cerita desak aplikasi nya perjelas kelanjutan ceritanya atuh apapun yang nanggung aplikasi bikin dosa yang baca pengin toksik,"['apknya', 'ok', 'lahcuma', 'yang', 'enggak', 'asik', 'aplikasi', 'deh', 'ulas', 'aplikasi', 'nya', '1para', 'pengunggah', 'cerita', 'aplikasi', 'kadang', 'yang', 'enggak', 'setatus', 'kelanjutan', 'ceritanya', 'deh', 'kalo', 'pitur', 'yang', 'pakai', 'memperjelas', 'kelanjutan', 'ceritanya', 'kalo', 'enggak', 'pengunggah', 'cerita', 'desak', 'aplikasi', 'nya', 'perjelas', 'kelanjutan', 'ceritanya', 'atuh', 'apapun', 'yang', 'nanggung', 'aplikasi', 'bikin', 'dosa', 'yang', 'baca', 'pengin', 'toksik']"
850,Setelah update online demgerin radio suka mati nyala ga jelas,0,-1,-1,setelah update online demgerin radio suka mati nyala ga jelas,setelah update online demgerin radio suka mati nyala ga jelas,setelah update online demgerin radio suka mati nyala ga jelas,update online demgerin radio suka mati nyala ga,update online demgerin radio suka mati nyala enggak,"['update', 'online', 'demgerin', 'radio', 'suka', 'mati', 'nyala', 'enggak']"
851,Gila sih ini seru abiesss,0,0,0,gila sih ini seru abiesss,gila sih ini seru abiesss,gila sih ini seru abiesss,gila sih seru abiesss,gila sih seru abiesss,"['gila', 'sih', 'seru', 'abiesss']"
852,"Tolong di update lagi dong masalah pas masuk ke app nya, lama di logo noice nya, lama bgt sampe kadang gajadi mau dengerin. Padahal koneksi stabil",0,0,-1,"tolong di update lagi dong masalah pas masuk ke app nya, lama di logo noice nya, lama bgt sampe kadang gajadi mau dengerin. padahal koneksi stabil",tolong di update lagi dong masalah pas masuk ke app nya lama di logo noice nya lama bgt sampe kadang gajadi mau dengerin padahal koneksi stabil,tolong di update lagi dong masalah pas masuk ke app nya lama di logo noice nya lama bgt sampe kadang gajadi mau dengerin padahal koneksi stabil,tolong update pas masuk app nya logo noice nya bgt sampe kadang gajadi dengerin koneksi stabil,tolong update pas masuk app nya logo noice nya banget sampai kadang gajadi dengarkan koneksi stabil,"['tolong', 'update', 'pas', 'masuk', 'app', 'nya', 'logo', 'noice', 'nya', 'banget', 'sampai', 'kadang', 'gajadi', 'dengarkan', 'koneksi', 'stabil']"
853,Aplikasinya sudah bagus tapi kenapa pas saya sudah download podcastnya suka banget aplikasinya ketutup pas saya buka download tanya,0,0,-1,aplikasinya sudah bagus tapi kenapa pas saya sudah download podcastnya suka banget aplikasinya ketutup pas saya buka download tanya,aplikasinya sudah bagus tapi kenapa pas saya sudah download podcastnya suka banget aplikasinya ketutup pas saya buka download tanya,aplikasinya sudah bagus tapi kenapa pas saya sudah download podcastnya suka banget aplikasinya ketutup pas saya buka download tanya,aplikasinya bagus pas download podcastnya suka banget aplikasinya ketutup pas buka download,aplikasinya bagus pas download podcastnya suka banget aplikasinya ketutup pas buka download,"['aplikasinya', 'bagus', 'pas', 'download', 'podcastnya', 'suka', 'banget', 'aplikasinya', 'ketutup', 'pas', 'buka', 'download']"
854,"Komplit dan seneng banget gunain apk ini, bisa sambil dengerin cerita horor, komedi dan masih bnyak lagi thanks buat developer udah bikinin apk ini, thanks 😊👍",1,0,0,"komplit dan seneng banget gunain apk ini, bisa sambil dengerin cerita horor, komedi dan masih bnyak lagi thanks buat developer udah bikinin apk ini, thanks 😊👍",komplit dan seneng banget gunain apk ini bisa sambil dengerin cerita horor komedi dan masih bnyak lagi thanks buat developer udah bikinin apk ini thanks ,komplit dan seneng banget gunain apk ini bisa sambil dengerin cerita horor komedi dan masih bnyak lagi thanks buat developer udah bikinin apk ini thanks,komplit seneng banget gunain apk dengerin cerita horor komedi bnyak thanks developer udah bikinin apk thanks,komplit senang banget gunain aplikasi dengarkan cerita horor komedi banyak thanks developer sudah bikin aplikasi thanks,"['komplit', 'senang', 'banget', 'gunain', 'aplikasi', 'dengarkan', 'cerita', 'horor', 'komedi', 'banyak', 'thanks', 'developer', 'sudah', 'bikin', 'aplikasi', 'thanks']"
855,"dulu bagus semua konten bisa di akses gratis , gaada iklan . sekarang mulai kebanyakan konten malah vip terus belum lagi iklan banyak banget agak kecewa sih sama noice",0,0,0,"dulu bagus semua konten bisa di akses gratis , gaada iklan . sekarang mulai kebanyakan konten malah vip terus belum lagi iklan banyak banget agak kecewa sih sama noice",dulu bagus semua konten bisa di akses gratis  gaada iklan  sekarang mulai kebanyakan konten malah vip terus belum lagi iklan banyak banget agak kecewa sih sama noice,dulu bagus semua konten bisa di akses gratis  gaada iklan  sekarang mulai kebanyakan konten malah vip terus belum lagi iklan banyak banget agak kecewa sih sama noice,bagus konten akses gratis gaada iklan kebanyakan konten vip iklan banget kecewa sih noice,bagus konten akses gratis enggak ada iklan kebanyakan konten vip iklan banget kecewa sih noice,"['bagus', 'konten', 'akses', 'gratis', 'enggak', 'ada', 'iklan', 'kebanyakan', 'konten', 'vip', 'iklan', 'banget', 'kecewa', 'sih', 'noice']"
856,bagus saya sudah pake apl ini di tahun 2019 sampai skrng,0,0,0,bagus saya sudah pake apl ini di tahun 2019 sampai skrng,bagus saya sudah pake apl ini di tahun 2019 sampai skrng,bagus saya sudah pake apl ini di tahun 2019 sampai skrng,bagus pake apl 2019 skrng,bagus pakai aplikasi 2019 sekarang,"['bagus', 'pakai', 'aplikasi', '2019', 'sekarang']"
857,coy .. gw kan udh dengerin iklan tuh. gabisa di skip pula. masak konten juga jadi banyak yg digembok sih. gini nih kalo udh banyak keisi sama artis tv. KAPITALIS,0,0,0,coy .. gw kan udh dengerin iklan tuh. gabisa di skip pula. masak konten juga jadi banyak yg digembok sih. gini nih kalo udh banyak keisi sama artis tv. kapitalis,coy  gw kan udh dengerin iklan tuh gabisa di skip pula masak konten juga jadi banyak yg digembok sih gini nih kalo udh banyak keisi sama artis tv kapitalis,coy  gw kan udh dengerin iklan tuh gabisa di skip pula masak konten juga jadi banyak yg digembok sih gini nih kalo udh banyak keisi sama artis tv kapitalis,coy gw udh dengerin iklan tuh gabisa skip masak konten yg digembok sih gini nih kalo udh keisi artis tv kapitalis,coy gue sudah dengarkan iklan tuh enggak bisa skip masak konten yang digembok sih begini nih kalo sudah keisi artis tv kapitalis,"['coy', 'gue', 'sudah', 'dengarkan', 'iklan', 'tuh', 'enggak', 'bisa', 'skip', 'masak', 'konten', 'yang', 'digembok', 'sih', 'begini', 'nih', 'kalo', 'sudah', 'keisi', 'artis', 'tv', 'kapitalis']"
858,"Tidak bisa masuk ke noicemaker studio, stuck di loading screen",0,0,-1,"tidak bisa masuk ke noicemaker studio, stuck di loading screen",tidak bisa masuk ke noicemaker studio stuck di loading screen,tidak bisa masuk ke noicemaker studio stuck di loading screen,tidak masuk noicemaker studio stuck loading screen,tidak masuk noicemaker studio stuck loading screen,"['tidak', 'masuk', 'noicemaker', 'studio', 'stuck', 'loading', 'screen']"
859,asik dengerin nya lebih tau dari berbagai hal,0,0,0,asik dengerin nya lebih tau dari berbagai hal,asik dengerin nya lebih tau dari berbagai hal,asik dengerin nya lebih tau dari berbagai hal,asik dengerin nya tau,asik dengarkan nya tau,"['asik', 'dengarkan', 'nya', 'tau']"
860,Aplikasi noice ini passs banget nemenin waktu santai gw. Kontennya banyak. Asik asik. Manteb deh pokoknya,0,0,0,aplikasi noice ini passs banget nemenin waktu santai gw. kontennya banyak. asik asik. manteb deh pokoknya,aplikasi noice ini passs banget nemenin waktu santai gw kontennya banyak asik asik manteb deh pokoknya,aplikasi noice ini passs banget nemenin waktu santai gw kontennya banyak asik asik manteb deh pokoknya,aplikasi noice passs banget nemenin santai gw kontennya asik asik manteb deh pokoknya,aplikasi noice pas banget nemenin santai gue kontennya asik asik mantap deh pokoknya,"['aplikasi', 'noice', 'pas', 'banget', 'nemenin', 'santai', 'gue', 'kontennya', 'asik', 'asik', 'mantap', 'deh', 'pokoknya']"
861,"ini apk skrg tiap pindah podcast iklan mulu... 2 iklan lg skrg parah bgt, mau kaya lu pada iklan banyak2 ?",0,0,0,"ini apk skrg tiap pindah podcast iklan mulu... 2 iklan lg skrg parah bgt, mau kaya lu pada iklan banyak2 ?",ini apk skrg tiap pindah podcast iklan mulu 2 iklan lg skrg parah bgt mau kaya lu pada iklan banyak2 ,ini apk skrg tiap pindah podcast iklan mulu 2 iklan lg skrg parah bgt mau kaya lu pada iklan banyak2,apk skrg pindah podcast iklan mulu 2 iklan lg skrg parah bgt kaya lu iklan banyak2,aplikasi sekarang pindah podcast iklan mulu 2 iklan lagi sekarang parah banget kaya lu iklan banyak-banyak,"['aplikasi', 'sekarang', 'pindah', 'podcast', 'iklan', 'mulu', '2', 'iklan', 'lagi', 'sekarang', 'parah', 'banget', 'kaya', 'lu', 'iklan', 'banyak-banyak']"
862,Udah top up tp coinnya belum masuk😑,0,0,0,udah top up tp coinnya belum masuk😑,udah top up tp coinnya belum masuk,udah top up tp coinnya belum masuk,udah top up tp coinnya masuk,sudah top up tapi coinnya masuk,"['sudah', 'top', 'up', 'tapi', 'coinnya', 'masuk']"
863,"KALO NGASIH IKLAN YA JANGAN TIAP GANTI EPISODE DONG, TIAP 5 KALI EPISODE KEK YA AMPUN",0,0,0,"kalo ngasih iklan ya jangan tiap ganti episode dong, tiap 5 kali episode kek ya ampun",kalo ngasih iklan ya jangan tiap ganti episode dong tiap 5 kali episode kek ya ampun,kalo ngasih iklan ya jangan tiap ganti episode dong tiap 5 kali episode kek ya ampun,kalo ngasih iklan ya ganti episode 5 kali episode kek ya ampun,kalo mengasih iklan ya ganti episode 5 kali episode kayak ya ampun,"['kalo', 'mengasih', 'iklan', 'ya', 'ganti', 'episode', '5', 'kali', 'episode', 'kayak', 'ya', 'ampun']"
864,"Mau beli koin tapi error terus padahal aplikasi udah diupdate nih, kenapa ya?",0,-1,0,"mau beli koin tapi error terus padahal aplikasi udah diupdate nih, kenapa ya?",mau beli koin tapi error terus padahal aplikasi udah diupdate nih kenapa ya,mau beli koin tapi error terus padahal aplikasi udah diupdate nih kenapa ya,beli koin error aplikasi udah diupdate nih ya,beli koin error aplikasi sudah diupdate nih ya,"['beli', 'koin', 'error', 'aplikasi', 'sudah', 'diupdate', 'nih', 'ya']"
865,coin nya tolong jgn mahal2,0,0,0,coin nya tolong jgn mahal2,coin nya tolong jgn mahal2,coin nya tolong jgn mahal2,coin nya tolong jgn mahal2,coin nya tolong jangan mahal2,"['coin', 'nya', 'tolong', 'jangan', 'mahal2']"
866,Kenapa gak keluar videonya woiii panteq,0,-1,0,kenapa gak keluar videonya woiii panteq,kenapa gak keluar videonya woiii panteq,kenapa gak keluar videonya woiii panteq,gak videonya woiii panteq,enggak videonya woiii panteq,"['enggak', 'videonya', 'woiii', 'panteq']"
867,"males deskripsi kepanjangan, yang jelas ni apk mulai jelek",0,0,0,"males deskripsi kepanjangan, yang jelas ni apk mulai jelek",males deskripsi kepanjangan yang jelas ni apk mulai jelek,males deskripsi kepanjangan yang jelas ni apk mulai jelek,males deskripsi kepanjangan ni apk jelek,malas deskripsi kepanjangan ini aplikasi jelek,"['malas', 'deskripsi', 'kepanjangan', 'ini', 'aplikasi', 'jelek']"
868,best apps in the world,0,0,0,best apps in the world,best apps in the world,best apps in the world,best apps in the world,best apps ini the world,"['best', 'apps', 'ini', 'the', 'world']"
869,kadang loading nya lama sekali padahal jaringan WiFi saya bagus,0,0,-1,kadang loading nya lama sekali padahal jaringan wifi saya bagus,kadang loading nya lama sekali padahal jaringan wifi saya bagus,kadang loading nya lama sekali padahal jaringan wifi saya bagus,kadang loading nya jaringan wifi bagus,kadang loading nya jaringan wifi bagus,"['kadang', 'loading', 'nya', 'jaringan', 'wifi', 'bagus']"
870,"Ini disuruh denger iklan doang apa ya Iklan 17 detik lancar jaya, giliran masuk ke podcast 2 detik langsung loading. Padahal sinyal kenceng",0,-1,-1,"ini disuruh denger iklan doang apa ya iklan 17 detik lancar jaya, giliran masuk ke podcast 2 detik langsung loading. padahal sinyal kenceng",ini disuruh denger iklan doang apa ya iklan 17 detik lancar jaya giliran masuk ke podcast 2 detik langsung loading padahal sinyal kenceng,ini disuruh denger iklan doang apa ya iklan 17 detik lancar jaya giliran masuk ke podcast 2 detik langsung loading padahal sinyal kenceng,disuruh denger iklan doang ya iklan 17 detik lancar jaya giliran masuk podcast 2 detik langsung loading sinyal kenceng,disuruh dengar iklan doang ya iklan 17 detik lancar jaya giliran masuk podcast 2 detik langsung loading sinyal kencang,"['disuruh', 'dengar', 'iklan', 'doang', 'ya', 'iklan', '17', 'detik', 'lancar', 'jaya', 'giliran', 'masuk', 'podcast', '2', 'detik', 'langsung', 'loading', 'sinyal', 'kencang']"
871,iklanya lebih parah dari youtube,0,0,0,iklanya lebih parah dari youtube,iklanya lebih parah dari youtube,iklanya lebih parah dari youtube,iklanya parah youtube,iklanya parah youtube,"['iklanya', 'parah', 'youtube']"
872,Nga bagus nge bug apk nya,0,0,-1,nga bagus nge bug apk nya,nga bagus nge bug apk nya,nga bagus nge bug apk nya,nga bagus nge bug apk nya,enggak bagus nge bug aplikasi nya,"['enggak', 'bagus', 'nge', 'bug', 'aplikasi', 'nya']"
873,"Episode sudah di download , tapi gabisa di mainkan, payah Sekarang banyak iklan juga, itu yg bikin kaga bisa di play hasil download nya",0,-1,0,"episode sudah di download , tapi gabisa di mainkan, payah sekarang banyak iklan juga, itu yg bikin kaga bisa di play hasil download nya",episode sudah di download  tapi gabisa di mainkan payah sekarang banyak iklan juga itu yg bikin kaga bisa di play hasil download nya,episode sudah di download  tapi gabisa di mainkan payah sekarang banyak iklan juga itu yg bikin kaga bisa di play hasil download nya,episode download gabisa mainkan payah iklan yg bikin kaga play hasil download nya,episode download enggak bisa mainkan payah iklan yang bikin kagak play hasil download nya,"['episode', 'download', 'enggak', 'bisa', 'mainkan', 'payah', 'iklan', 'yang', 'bikin', 'kagak', 'play', 'hasil', 'download', 'nya']"
874,"Iklannya tidak ngotak, sebelum podcast 2 iklan dan saat diputar ada iklan juga pada menit menit pertama yang dimasukkan dalam podcast",0,0,0,"iklannya tidak ngotak, sebelum podcast 2 iklan dan saat diputar ada iklan juga pada menit menit pertama yang dimasukkan dalam podcast",iklannya tidak ngotak sebelum podcast 2 iklan dan saat diputar ada iklan juga pada menit menit pertama yang dimasukkan dalam podcast,iklannya tidak ngotak sebelum podcast 2 iklan dan saat diputar ada iklan juga pada menit menit pertama yang dimasukkan dalam podcast,iklannya tidak ngotak podcast 2 iklan diputar iklan menit menit dimasukkan podcast,iklannya tidak ngotak podcast 2 iklan diputar iklan menit menit dimasukkan podcast,"['iklannya', 'tidak', 'ngotak', 'podcast', '2', 'iklan', 'diputar', 'iklan', 'menit', 'menit', 'dimasukkan', 'podcast']"
